Overzicht postcodes België,,,,
Postcode,Gemeente,Postcode Hoofdgemeente,Hoofdgemeente,Provincie
7387,Athis,7387,Honnelles,Henegouwen
7387,Autreppe,7387,Honnelles,Henegouwen
7387,Erquennes,7387,Honnelles,Henegouwen
7387,Fayt-le-Franc,7387,Honnelles,Henegouwen
7387,Honnelles,7387,Honnelles,Henegouwen
7387,Marchipont,7387,Honnelles,Henegouwen
7387,Montignies-sur-Roc,7387,Honnelles,Henegouwen
7387,Onnezies,7387,Honnelles,Henegouwen
7387,Roisin,7387,Honnelles,Henegouwen
7390,Quaregnon,7390,Quaregnon,Henegouwen
7390,Wasmuel,7390,Quaregnon,Henegouwen
7500,Ere,7500,Tournai,Henegouwen
7500,Saint-Maur,7500,Tournai,Henegouwen
7500,Tournai,7500,Tournai,Henegouwen
7501,Orcq,7500,Tournai,Henegouwen
7502,Esplechin,7500,Tournai,Henegouwen
7503,Froyennes,7500,Tournai,Henegouwen
7504,Froidmont,7500,Tournai,Henegouwen
7506,Willemeau,7500,Tournai,Henegouwen
7520,Ramegnies-Chin,7500,Tournai,Henegouwen
7520,Templeuve,7500,Tournai,Henegouwen
7521,Chercq,7500,Tournai,Henegouwen
7522,Blandain,7500,Tournai,Henegouwen
7522,Hertain,7500,Tournai,Henegouwen
7522,Lamain,7500,Tournai,Henegouwen
7522,Marquain,7500,Tournai,Henegouwen
7530,Gaurain-Ramecroix,7500,Tournai,Henegouwen
7531,Havinnes,7500,Tournai,Henegouwen
7532,Beclers,7500,Tournai,Henegouwen
7533,Thimougies,7500,Tournai,Henegouwen
7534,Barry,7500,Tournai,Henegouwen
7534,Maulde,7500,Tournai,Henegouwen
7536,Vaulx,7500,Tournai,Henegouwen
7538,Vezon,7500,Tournai,Henegouwen
7540,Kain,7500,Tournai,Henegouwen
7540,Melles,7500,Tournai,Henegouwen
7540,Quartes,7500,Tournai,Henegouwen
7540,Rumillies,7500,Tournai,Henegouwen
7542,Mont-Saint-Aubert,7500,Tournai,Henegouwen
7543,Mourcourt,7500,Tournai,Henegouwen
7548,Warchin,7500,Tournai,Henegouwen
7600,Péruwelz,7600,Péruwelz,Henegouwen
7601,Roucourt,7600,Péruwelz,Henegouwen
7602,Bury,7600,Péruwelz,Henegouwen
7603,Bon-Secours,7600,Péruwelz,Henegouwen
7604,Baugnies,7600,Péruwelz,Henegouwen
7604,Braffe,7600,Péruwelz,Henegouwen
7604,Brasmenil,7600,Péruwelz,Henegouwen
7604,Callenelle,7600,Péruwelz,Henegouwen
7604,Wasmes-Audemez-Briffoeil,7600,Péruwelz,Henegouwen
7608,Wiers,7600,Péruwelz,Henegouwen
7610,Rumes,7610,Rumes,Henegouwen
7611,La Glanerie,7610,Rumes,Henegouwen
7618,Taintignies,7610,Rumes,Henegouwen
7620,Bléharies,7620,Brunehaut,Henegouwen
7620,Brunehaut,7620,Brunehaut,Henegouwen
7620,Guignies,7620,Brunehaut,Henegouwen
7620,Hollain,7620,Brunehaut,Henegouwen
7620,Jollain-Merlin,7620,Brunehaut,Henegouwen
7620,Wez-Velvain,7620,Brunehaut,Henegouwen
7621,Lesdain,7620,Brunehaut,Henegouwen
7622,Laplaigne,7620,Brunehaut,Henegouwen
7623,Rongy,7620,Brunehaut,Henegouwen
7624,Howardries,7620,Brunehaut,Henegouwen
7640,Antoing,7640,Antoing,Henegouwen
7640,Maubray,7640,Antoing,Henegouwen
7640,Péronnes-lez-Antoing,7640,Antoing,Henegouwen
7641,Bruyelle,7640,Antoing,Henegouwen
7642,Calonne,7640,Antoing,Henegouwen
7643,Fontenoy,7640,Antoing,Henegouwen
7700,Luingne,7700,Mouscron/Moeskroen,Henegouwen
7700,Mouscron/Moeskroen,7700,Mouscron/Moeskroen,Henegouwen
7711,Dottignies/Dottenijs,7700,Mouscron/Moeskroen,Henegouwen
7712,Herseaux,7700,Mouscron/Moeskroen,Henegouwen
7730,Bailleul,7730,Estaimpuis,Henegouwen
7730,Estaimbourg,7730,Estaimpuis,Henegouwen
7730,Estaimpuis,7730,Estaimpuis,Henegouwen
7730,Evregnies,7730,Estaimpuis,Henegouwen
7730,Leers-Nord,7730,Estaimpuis,Henegouwen
7730,Néchin,7730,Estaimpuis,Henegouwen
7730,Saint-Léger (Ht.),7730,Estaimpuis,Henegouwen
7740,Pecq,7740,Pecq,Henegouwen
7740,Warcoing,7740,Pecq,Henegouwen
7742,Hérinnes-lez-Pecq,7740,Pecq,Henegouwen
7743,Esquelmes,7740,Pecq,Henegouwen
7743,Obigies,7740,Pecq,Henegouwen
7750,Amougies,7750,Mont-de-l'Enclus,Henegouwen
7750,Anseroeul,7750,Mont-de-l'Enclus,Henegouwen
7750,Mont-de-l'Enclus,7750,Mont-de-l'Enclus,Henegouwen
7750,Orroir,7750,Mont-de-l'Enclus,Henegouwen
7750,Russeignies,7750,Mont-de-l'Enclus,Henegouwen
7760,Celles (Ht.),7760,Celles (Ht.),Henegouwen
7760,Escanaffles,7760,Celles (Ht.),Henegouwen
7760,Molenbaix,7760,Celles (Ht.),Henegouwen
7760,Popuelles,7760,Celles (Ht.),Henegouwen
7760,Pottes,7760,Celles (Ht.),Henegouwen
7760,Velaines,7760,Celles (Ht.),Henegouwen
7780,Comines/Komen,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7780,Comines-Warneton/Komen-Waasten,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7781,Houthem (Comines/Komen),7780,Comines-Warneton/Komen-Waasten,Henegouwen
7782,Ploegsteert,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7783,Bizet,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7784,Bas-Warneton/Neerwaasten,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7784,Warneton/Waasten,7780,Comines-Warneton/Komen-Waasten,Henegouwen
7800,Ath,7800,Ath,Henegouwen
7800,Lanquesaint,7800,Ath,Henegouwen
7801,Irchonwelz,7800,Ath,Henegouwen
7802,Ormeignies,7800,Ath,Henegouwen
7803,Bouvignies,7800,Ath,Henegouwen
7804,Ostiches,7800,Ath,Henegouwen
7804,Rebaix,7800,Ath,Henegouwen
7810,Maffle,7800,Ath,Henegouwen
7811,Arbre (Ht.),7800,Ath,Henegouwen
7812,Houtaing,7800,Ath,Henegouwen
7812,Ligne,7800,Ath,Henegouwen
7812,Mainvault,7800,Ath,Henegouwen
7812,Moulbaix,7800,Ath,Henegouwen
7812,Villers-Notre-Dame,7800,Ath,Henegouwen
7812,Villers-Saint-Amand,7800,Ath,Henegouwen
7822,Ghislenghien,7800,Ath,Henegouwen
7822,Isières,7800,Ath,Henegouwen
7822,Meslin-l'Evêque,7800,Ath,Henegouwen
7823,Gibecq,7800,Ath,Henegouwen
7830,Bassilly,7830,Silly,Henegouwen
7830,Fouleng,7830,Silly,Henegouwen
7830,Gondregnies,7830,Silly,Henegouwen
7830,Graty,7830,Silly,Henegouwen
7830,Hellebecq,7830,Silly,Henegouwen
7830,Hoves (Ht.),7830,Silly,Henegouwen
7830,Silly,7830,Silly,Henegouwen
7830,Thoricourt,7830,Silly,Henegouwen
7850,Enghien/Edingen,7850,Enghien/Edingen,Henegouwen
7850,Marcq/Mark,7850,Enghien/Edingen,Henegouwen
7850,Petit-Enghien/Lettelingen,7850,Enghien/Edingen,Henegouwen
7860,Lessines,7860,Lessines,Henegouwen
7861,Papignies,7860,Lessines,Henegouwen
7861,Wannebecq,7860,Lessines,Henegouwen
7862,Ogy,7860,Lessines,Henegouwen
7863,Ghoy,7860,Lessines,Henegouwen
7864,Deux-Acren,7860,Lessines,Henegouwen
7866,Bois-de-Lessines,7860,Lessines,Henegouwen
7866,Ollignies,7860,Lessines,Henegouwen
7870,Bauffe,7870,Lens,Henegouwen
7870,Cambron-Saint-Vincent,7870,Lens,Henegouwen
7870,Lens,7870,Lens,Henegouwen
7870,Lombise,7870,Lens,Henegouwen
7870,Montignies-lez-Lens,7870,Lens,Henegouwen
7880,Flobecq/Vloesberg,7880,Flobecq/Vloesberg,Henegouwen
7890,Ellezelles,7890,Ellezelles,Henegouwen
7890,Lahamaide,7890,Ellezelles,Henegouwen
7890,Wodecq,7890,Ellezelles,Henegouwen
7900,Grandmetz,7900,Leuze-en-Hainaut,Henegouwen
7900,Leuze-en-Hainaut,7900,Leuze-en-Hainaut,Henegouwen
7901,Thieulain,7900,Leuze-en-Hainaut,Henegouwen
7903,Blicquy,7900,Leuze-en-Hainaut,Henegouwen
7903,Chapelle-à-Oie,7900,Leuze-en-Hainaut,Henegouwen
7903,Chapelle-à-Wattines,7900,Leuze-en-Hainaut,Henegouwen
7904,Pipaix,7900,Leuze-en-Hainaut,Henegouwen
7904,Tourpes,7900,Leuze-en-Hainaut,Henegouwen
7904,Willaupuis,7900,Leuze-en-Hainaut,Henegouwen
7906,Gallaix,7900,Leuze-en-Hainaut,Henegouwen
7910,Anvaing,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Arc-Ainières,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Arc-Wattripont,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Cordes,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Ellignies-lez-Frasnes,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Forest (Ht.),7910,Frasnes-lez-Anvaing,Henegouwen
7910,Frasnes-lez-Anvaing,7910,Frasnes-lez-Anvaing,Henegouwen
7910,Wattripont,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Buissenal,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Frasnes-lez-Buissenal,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Hacquegnies,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Herquegies,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Montroeul-au-Bois,7910,Frasnes-lez-Anvaing,Henegouwen
7911,Moustier (Ht.),7910,Frasnes-lez-Anvaing,Henegouwen
7911,Oeudeghien,7910,Frasnes-lez-Anvaing,Henegouwen
7912,Dergneau,7910,Frasnes-lez-Anvaing,Henegouwen
7912,Saint-Sauveur,7910,Frasnes-lez-Anvaing,Henegouwen
7940,Brugelette,7940,Brugelette,Henegouwen
7940,Cambron-Casteau,7940,Brugelette,Henegouwen
7941,Attre,7940,Brugelette,Henegouwen
7942,Mévergnies-lez-Lens,7940,Brugelette,Henegouwen
7943,Gages,7940,Brugelette,Henegouwen
7950,Chièvres,7950,Chièvres,Henegouwen
7950,Grosage,7950,Chièvres,Henegouwen
7950,Huissignies,7950,Chièvres,Henegouwen
7950,Ladeuze,7950,Chièvres,Henegouwen
7950,Tongre-Saint-Martin,7950,Chièvres,Henegouwen
7951,Tongre-Notre-Dame,7950,Chièvres,Henegouwen
7970,Beloeil,7970,Beloeil,Henegouwen
7971,Basècles,7970,Beloeil,Henegouwen
7971,Ramegnies,7970,Beloeil,Henegouwen
7971,Thumaide,7970,Beloeil,Henegouwen
7971,Wadelincourt,7970,Beloeil,Henegouwen
7972,Aubechies,7970,Beloeil,Henegouwen
7972,Ellignies-Sainte-Anne,7970,Beloeil,Henegouwen
7972,Quevaucamps,7970,Beloeil,Henegouwen
7973,Grandglise,7970,Beloeil,Henegouwen
7973,Stambruges,7970,Beloeil,Henegouwen
8000,Brugge,8000,Brugge,West-Vlaanderen
8000,Koolkerke,8000,Brugge,West-Vlaanderen
8020,Hertsberge,8020,Oostkamp,West-Vlaanderen
8020,Oostkamp,8020,Oostkamp,West-Vlaanderen
8020,Ruddervoorde,8020,Oostkamp,West-Vlaanderen
8020,Waardamme,8020,Oostkamp,West-Vlaanderen
8200,Sint-Andries,8000,Brugge,West-Vlaanderen
8200,Sint-Michiels,8000,Brugge,West-Vlaanderen
8210,Loppem,8210,Zedelgem,West-Vlaanderen
8210,Veldegem,8210,Zedelgem,West-Vlaanderen
8210,Zedelgem,8210,Zedelgem,West-Vlaanderen
8211,Aartrijke,8210,Zedelgem,West-Vlaanderen
8300,Knokke,8300,Knokke-Heist,West-Vlaanderen
8300,Knokke-Heist,8300,Knokke-Heist,West-Vlaanderen
8300,Westkapelle,8300,Knokke-Heist,West-Vlaanderen
8301,Heist-aan-Zee,8300,Knokke-Heist,West-Vlaanderen
8301,Ramskapelle (Knokke-Heist),8300,Knokke-Heist,West-Vlaanderen
8310,Assebroek,8000,Brugge,West-Vlaanderen
8310,Sint-Kruis,8000,Brugge,West-Vlaanderen
8340,Damme,8340,Damme,West-Vlaanderen
8340,Hoeke,8340,Damme,West-Vlaanderen
8340,Lapscheure,8340,Damme,West-Vlaanderen
8340,Moerkerke,8340,Damme,West-Vlaanderen
8340,Oostkerke (Damme),8340,Damme,West-Vlaanderen
8340,Sijsele,8340,Damme,West-Vlaanderen
8370,Blankenberge,8370,Blankenberge,West-Vlaanderen
8370,Uitkerke,8370,Blankenberge,West-Vlaanderen
8377,Houtave,8377,Zuienkerke,West-Vlaanderen
8377,Meetkerke,8377,Zuienkerke,West-Vlaanderen
8377,Nieuwmunster,8377,Zuienkerke,West-Vlaanderen
8377,Zuienkerke,8377,Zuienkerke,West-Vlaanderen
8380,Dudzele,8000,Brugge,West-Vlaanderen
8380,Lissewege,8000,Brugge,West-Vlaanderen
8380,Zeebrugge,8000,Brugge,West-Vlaanderen
8400,Oostende,8400,Oostende,West-Vlaanderen
8400,Stene,8400,Oostende,West-Vlaanderen
8400,Zandvoorde (Oostende),8400,Oostende,West-Vlaanderen
8420,De Haan,8420,De Haan,West-Vlaanderen
8420,Klemskerke,8420,De Haan,West-Vlaanderen
8420,Wenduine,8420,De Haan,West-Vlaanderen
8421,Vlissegem,8420,De Haan,West-Vlaanderen
8430,Middelkerke,8430,Middelkerke,West-Vlaanderen
8431,Wilskerke,8430,Middelkerke,West-Vlaanderen
8432,Leffinge,8430,Middelkerke,West-Vlaanderen
8433,Mannekensvere,8430,Middelkerke,West-Vlaanderen
8433,Schore,8430,Middelkerke,West-Vlaanderen
8433,Sint-Pieters-Kapelle (W.-Vl.),8430,Middelkerke,West-Vlaanderen
8433,Slijpe,8430,Middelkerke,West-Vlaanderen
8433,Spermalie,8430,Middelkerke,West-Vlaanderen
8434,Lombardsijde,8430,Middelkerke,West-Vlaanderen
8434,Westende,8430,Middelkerke,West-Vlaanderen
8450,Bredene,8450,Bredene,West-Vlaanderen
8460,Ettelgem,8460,Oudenburg,West-Vlaanderen
8460,Oudenburg,8460,Oudenburg,West-Vlaanderen
8460,Roksem,8460,Oudenburg,West-Vlaanderen
8460,Westkerke,8460,Oudenburg,West-Vlaanderen
8470,Gistel,8470,Gistel,West-Vlaanderen
8470,Moere,8470,Gistel,West-Vlaanderen
8470,Snaaskerke,8470,Gistel,West-Vlaanderen
8470,Zevekote,8470,Gistel,West-Vlaanderen
8480,Bekegem,8480,Ichtegem,West-Vlaanderen
8480,Eernegem,8480,Ichtegem,West-Vlaanderen
8480,Ichtegem,8480,Ichtegem,West-Vlaanderen
8490,Jabbeke,8490,Jabbeke,West-Vlaanderen
8490,Snellegem,8490,Jabbeke,West-Vlaanderen
8490,Stalhille,8490,Jabbeke,West-Vlaanderen
8490,Varsenare,8490,Jabbeke,West-Vlaanderen
8490,Zerkegem,8490,Jabbeke,West-Vlaanderen
8500,Kortrijk,8500,Kortrijk,West-Vlaanderen
8501,Bissegem,8500,Kortrijk,West-Vlaanderen
8501,Heule,8500,Kortrijk,West-Vlaanderen
8510,Bellegem,8500,Kortrijk,West-Vlaanderen
8510,Kooigem,8500,Kortrijk,West-Vlaanderen
8510,Marke,8500,Kortrijk,West-Vlaanderen
8510,Rollegem,8500,Kortrijk,West-Vlaanderen
8511,Aalbeke,8500,Kortrijk,West-Vlaanderen
8520,Kuurne,8520,Kuurne,West-Vlaanderen
8530,Harelbeke,8530,Harelbeke,West-Vlaanderen
8531,Bavikhove,8530,Harelbeke,West-Vlaanderen
8531,Hulste,8530,Harelbeke,West-Vlaanderen
8540,Deerlijk,8540,Deerlijk,West-Vlaanderen
8550,Zwevegem,8550,Zwevegem,West-Vlaanderen
8551,Heestert,8550,Zwevegem,West-Vlaanderen
8552,Moen,8550,Zwevegem,West-Vlaanderen
8553,Otegem,8550,Zwevegem,West-Vlaanderen
8554,Sint-Denijs,8550,Zwevegem,West-Vlaanderen
8560,Gullegem,8560,Wevelgem,West-Vlaanderen
8560,Moorsele,8560,Wevelgem,West-Vlaanderen
8560,Wevelgem,8560,Wevelgem,West-Vlaanderen
8570,Anzegem,8570,Anzegem,West-Vlaanderen
8570,Gijzelbrechtegem,8570,Anzegem,West-Vlaanderen
8570,Ingooigem,8570,Anzegem,West-Vlaanderen
8570,Vichte,8570,Anzegem,West-Vlaanderen
8572,Kaster,8570,Anzegem,West-Vlaanderen
8573,Tiegem,8570,Anzegem,West-Vlaanderen
8580,Avelgem,8580,Avelgem,West-Vlaanderen
8581,Kerkhove,8580,Avelgem,West-Vlaanderen
8581,Waarmaarde,8580,Avelgem,West-Vlaanderen
8582,Outrijve,8580,Avelgem,West-Vlaanderen
8583,Bossuit,8580,Avelgem,West-Vlaanderen
8587,Helkijn/Helchin,8587,Spiere-Helkijn/Espierres-Helchin,West-Vlaanderen
8587,Spiere/Espierres,8587,Spiere-Helkijn/Espierres-Helchin,West-Vlaanderen
8587,Spiere-Helkijn/Espierres-Helchin,8587,Spiere-Helkijn/Espierres-Helchin,West-Vlaanderen
8600,Beerst,8600,Diksmuide,West-Vlaanderen
8600,Diksmuide,8600,Diksmuide,West-Vlaanderen
8600,Driekapellen,8600,Diksmuide,West-Vlaanderen
8600,Esen,8600,Diksmuide,West-Vlaanderen
8600,Kaaskerke,8600,Diksmuide,West-Vlaanderen
8600,Keiem,8600,Diksmuide,West-Vlaanderen
8600,Lampernisse,8600,Diksmuide,West-Vlaanderen
8600,Leke,8600,Diksmuide,West-Vlaanderen
8600,Nieuwkapelle,8600,Diksmuide,West-Vlaanderen
8600,Oostkerke (Diksmuide),8600,Diksmuide,West-Vlaanderen
8600,Oudekapelle,8600,Diksmuide,West-Vlaanderen
8600,Pervijze,8600,Diksmuide,West-Vlaanderen
8600,Sint-Jacobs-Kapelle,8600,Diksmuide,West-Vlaanderen
8600,Stuivekenskerke,8600,Diksmuide,West-Vlaanderen
8600,Vladslo,8600,Diksmuide,West-Vlaanderen
8600,Woumen,8600,Diksmuide,West-Vlaanderen
8610,Handzame,8610,Kortemark,West-Vlaanderen
8610,Kortemark,8610,Kortemark,West-Vlaanderen
8610,Werken,8610,Kortemark,West-Vlaanderen
8610,Zarren,8610,Kortemark,West-Vlaanderen
8620,Nieuwpoort,8620,Nieuwpoort,West-Vlaanderen
8620,Ramskapelle (Nieuwpoort),8620,Nieuwpoort,West-Vlaanderen
8620,Sint-Joris (Nieuwpoort),8620,Nieuwpoort,West-Vlaanderen
8630,Avekapelle,8630,Veurne,West-Vlaanderen
8630,Beauvoorde,8630,Veurne,West-Vlaanderen
8630,Booitshoeke,8630,Veurne,West-Vlaanderen
8630,Bulskamp,8630,Veurne,West-Vlaanderen
8630,De Moeren,8630,Veurne,West-Vlaanderen
8630,Eggewaartskapelle,8630,Veurne,West-Vlaanderen
8630,Houtem (W.-Vl.),8630,Veurne,West-Vlaanderen
8630,Steenkerke (W.-Vl.),8630,Veurne,West-Vlaanderen
8630,Veurne,8630,Veurne,West-Vlaanderen
8630,Vinkem,8630,Veurne,West-Vlaanderen
8630,Wulveringem,8630,Veurne,West-Vlaanderen
8630,Zoutenaaie,8630,Veurne,West-Vlaanderen
8640,Oostvleteren,8640,Vleteren,West-Vlaanderen
8640,Vleteren,8640,Vleteren,West-Vlaanderen
8640,Westvleteren,8640,Vleteren,West-Vlaanderen
8640,Woesten,8640,Vleteren,West-Vlaanderen
8647,Lo,8647,Lo-Reninge,West-Vlaanderen
8647,Lo-Reninge,8647,Lo-Reninge,West-Vlaanderen
8647,Noordschote,8647,Lo-Reninge,West-Vlaanderen
8647,Pollinkhove,8647,Lo-Reninge,West-Vlaanderen
8647,Reninge,8647,Lo-Reninge,West-Vlaanderen
8650,Houthulst,8650,Houthulst,West-Vlaanderen
8650,Klerken,8650,Houthulst,West-Vlaanderen
8650,Merkem,8650,Houthulst,West-Vlaanderen
8660,Adinkerke,8660,De Panne,West-Vlaanderen
8660,De Panne,8660,De Panne,West-Vlaanderen
8670,Koksijde,8670,Koksijde,West-Vlaanderen
8670,Oostduinkerke,8670,Koksijde,West-Vlaanderen
8670,Wulpen,8670,Koksijde,West-Vlaanderen
8680,Bovekerke,8680,Koekelare,West-Vlaanderen
8680,Koekelare,8680,Koekelare,West-Vlaanderen
8680,Zande,8680,Koekelare,West-Vlaanderen
8690,Alveringem,8690,Alveringem,West-Vlaanderen
8690,Hoogstade,8690,Alveringem,West-Vlaanderen
8690,Oeren,8690,Alveringem,West-Vlaanderen
8690,Sint-Rijkers,8690,Alveringem,West-Vlaanderen
8691,Beveren-aan-den-Ijzer,8690,Alveringem,West-Vlaanderen
8691,Gijverinkhove,8690,Alveringem,West-Vlaanderen
8691,Izenberge,8690,Alveringem,West-Vlaanderen
8691,Leisele,8690,Alveringem,West-Vlaanderen
8691,Stavele,8690,Alveringem,West-Vlaanderen
8700,Aarsele,8700,Tielt,West-Vlaanderen
8700,Kanegem,8700,Tielt,West-Vlaanderen
8700,Schuiferskapelle,8700,Tielt,West-Vlaanderen
8700,Tielt,8700,Tielt,West-Vlaanderen
8710,Ooigem,8710,Wielsbeke,West-Vlaanderen
8710,Sint-Baafs-Vijve,8710,Wielsbeke,West-Vlaanderen
8710,Wielsbeke,8710,Wielsbeke,West-Vlaanderen
8720,Dentergem,8720,Dentergem,West-Vlaanderen
8720,Markegem,8720,Dentergem,West-Vlaanderen
8720,Oeselgem,8720,Dentergem,West-Vlaanderen
8720,Wakken,8720,Dentergem,West-Vlaanderen
8730,Beernem,8730,Beernem,West-Vlaanderen
8730,Oedelem,8730,Beernem,West-Vlaanderen
8730,Sint-Joris (Beernem),8730,Beernem,West-Vlaanderen
8740,Egem,8740,Pittem,West-Vlaanderen
8740,Pittem,8740,Pittem,West-Vlaanderen
8750,Wingene,8750,Wingene,West-Vlaanderen
8750,Zwevezele,8750,Wingene,West-Vlaanderen
8755,Ruiselede,8755,Ruiselede,West-Vlaanderen
8760,Meulebeke,8760,Meulebeke,West-Vlaanderen
8770,Ingelmunster,8770,Ingelmunster,West-Vlaanderen
8780,Oostrozebeke,8780,Oostrozebeke,West-Vlaanderen
8790,Waregem,8790,Waregem,West-Vlaanderen
8791,Beveren (Leie),8790,Waregem,West-Vlaanderen
8792,Desselgem,8790,Waregem,West-Vlaanderen
8793,Sint-Eloois-Vijve,8790,Waregem,West-Vlaanderen
8800,Beveren (Roeselare),8800,Roeselare,West-Vlaanderen
8800,Oekene,8800,Roeselare,West-Vlaanderen
8800,Roeselare,8800,Roeselare,West-Vlaanderen
8800,Rumbeke,8800,Roeselare,West-Vlaanderen
8810,Lichtervelde,8810,Lichtervelde,West-Vlaanderen
8820,Torhout,8820,Torhout,West-Vlaanderen
8830,Gits,8830,Hooglede,West-Vlaanderen
8830,Hooglede,8830,Hooglede,West-Vlaanderen
8840,Oostnieuwkerke,8840,Staden,West-Vlaanderen
8840,Staden,8840,Staden,West-Vlaanderen
8840,Westrozebeke,8840,Staden,West-Vlaanderen
8850,Ardooie,8850,Ardooie,West-Vlaanderen
8851,Koolskamp,8850,Ardooie,West-Vlaanderen
8860,Lendelede,8860,Lendelede,West-Vlaanderen
8870,Emelgem,8870,Izegem,West-Vlaanderen
8870,Izegem,8870,Izegem,West-Vlaanderen
8870,Kachtem,8870,Izegem,West-Vlaanderen
8880,Ledegem,8880,Ledegem,West-Vlaanderen
8880,Rollegem-Kapelle,8880,Ledegem,West-Vlaanderen
8880,Sint-Eloois-Winkel,8880,Ledegem,West-Vlaanderen
8890,Dadizele,8890,Moorslede,West-Vlaanderen
8890,Moorslede,8890,Moorslede,West-Vlaanderen
8900,Brielen,8900,Ieper,West-Vlaanderen
8900,Dikkebus,8900,Ieper,West-Vlaanderen
8900,Ieper,8900,Ieper,West-Vlaanderen
8900,Sint-Jan,8900,Ieper,West-Vlaanderen
8902,Hollebeke,8900,Ieper,West-Vlaanderen
8902,Voormezele,8900,Ieper,West-Vlaanderen
8902,Zillebeke,8900,Ieper,West-Vlaanderen
8904,Boezinge,8900,Ieper,West-Vlaanderen
8904,Zuidschote,8900,Ieper,West-Vlaanderen
8906,Elverdinge,8900,Ieper,West-Vlaanderen
8908,Vlamertinge,8900,Ieper,West-Vlaanderen
8920,Bikschote,8920,Langemark-Poelkapelle,West-Vlaanderen
8920,Langemark,8920,Langemark-Poelkapelle,West-Vlaanderen
8920,Langemark-Poelkapelle,8920,Langemark-Poelkapelle,West-Vlaanderen
8920,Poelkapelle,8920,Langemark-Poelkapelle,West-Vlaanderen
8930,Lauwe,8930,Menen,West-Vlaanderen
8930,Menen,8930,Menen,West-Vlaanderen
8930,Rekkem,8930,Menen,West-Vlaanderen
8940,Geluwe,8940,Wervik,West-Vlaanderen
8940,Wervik,8940,Wervik,West-Vlaanderen
8950,Heuvelland,8950,Heuvelland,West-Vlaanderen
8950,Nieuwkerke,8950,Heuvelland,West-Vlaanderen
8951,Dranouter,8950,Heuvelland,West-Vlaanderen
8952,Wulvergem,8950,Heuvelland,West-Vlaanderen
8953,Wijtschate,8950,Heuvelland,West-Vlaanderen
8954,Westouter,8950,Heuvelland,West-Vlaanderen
8956,Kemmel,8950,Heuvelland,West-Vlaanderen
8957,Mesen/Messines,8957,Mesen/Messines,West-Vlaanderen
8958,Loker,8950,Heuvelland,West-Vlaanderen
8970,Poperinge,8970,Poperinge,West-Vlaanderen
8970,Reningelst,8970,Poperinge,West-Vlaanderen
8972,Krombeke,8970,Poperinge,West-Vlaanderen
8972,Proven,8970,Poperinge,West-Vlaanderen
8972,Roesbrugge-Haringe,8970,Poperinge,West-Vlaanderen
8978,Watou,8970,Poperinge,West-Vlaanderen
8980,Beselare,8980,Zonnebeke,West-Vlaanderen
8980,Geluveld,8980,Zonnebeke,West-Vlaanderen
8980,Passendale,8980,Zonnebeke,West-Vlaanderen
8980,Zandvoorde (Zonnebeke),8980,Zonnebeke,West-Vlaanderen
8980,Zonnebeke,8980,Zonnebeke,West-Vlaanderen
9000,Gent,9000,Gent,Oost-Vlaanderen
9030,Mariakerke,9000,Gent,Oost-Vlaanderen
9031,Drongen,9000,Gent,Oost-Vlaanderen
9032,Wondelgem,9000,Gent,Oost-Vlaanderen
9040,Sint-Amandsberg,9000,Gent,Oost-Vlaanderen
9041,Oostakker,9000,Gent,Oost-Vlaanderen
9042,Desteldonk,9000,Gent,Oost-Vlaanderen
9042,Mendonk,9000,Gent,Oost-Vlaanderen
9042,Sint-Kruis-Winkel,9000,Gent,Oost-Vlaanderen
9050,Gentbrugge,9000,Gent,Oost-Vlaanderen
9050,Ledeberg,9000,Gent,Oost-Vlaanderen
9051,Afsnee,9000,Gent,Oost-Vlaanderen
9051,Sint-Denijs-Westrem,9000,Gent,Oost-Vlaanderen
9052,Zwijnaarde,9000,Gent,Oost-Vlaanderen
9060,Zelzate,9060,Zelzate,Oost-Vlaanderen
9070,Destelbergen,9070,Destelbergen,Oost-Vlaanderen
9070,Heusden (O.Vl.),9070,Destelbergen,Oost-Vlaanderen
9080,Beervelde,9080,Lochristi,Oost-Vlaanderen
9080,Lochristi,9080,Lochristi,Oost-Vlaanderen
9080,Zaffelare,9080,Lochristi,Oost-Vlaanderen
9080,Zeveneken,9080,Lochristi,Oost-Vlaanderen
9090,Gontrode,9090,Melle,Oost-Vlaanderen
9090,Melle,9090,Melle,Oost-Vlaanderen
9100,Nieuwkerken-Waas,9100,Sint-Niklaas,Oost-Vlaanderen
9100,Sint-Niklaas,9100,Sint-Niklaas,Oost-Vlaanderen
